version,gamma_index,mesh_index,gamma,mesh_size_mm,index,d_mm,force_N,gap_mm,production_relative_residual,hp_relative_residual,force_reference_error_over_bound,gap_reference_error_over_bound,evaluation_full_value,evaluation_free_value,is_original_target,bisection_depth,audit_status
new,1,0,1e-07,0.125,11,0.3046875,0.03777703758447278,4.431543850947619e-06,2.6623347066175066e-10,2.6608619966425253330819757242946549217296556989796E-10,2.224986657182843461012868937418579034247505187678509942668035012873741433494343927737435080717236217E-7,0.000005061178568399580885324345965632204783034065625,7.5056277617469311514360143930555407873838929646783273013286843857303065038739849E-13,7.5056124076114027618192401077662524008366269261977717449560900863376317306198538E-13,False,2,pass
new,1,0,1e-07,0.125,12,0.328125,0.054583596764407286,3.15668591935412e-06,1.8986223918771353e-12,2.2646130213379435543858645421569734701643165385557E-12,8.853701989226236092712158257327133087358488743741532695143348569080715167960955170182986025214701463E-9,1.917644543036577349265141025696054334343750E-8,1.3916908685152950041920303315023211914510256917835453958505167660282576912045336E-12,1.3916905655653225942892901066592177953419861279833305057311061970821570197541717E-12,False,2,pass
new,1,0,1e-07,0.125,13,0.375,0.08939702190583673,2.0009478313110993e-06,5.237938801931662e-12,3.7984696877945711863078758837050234204625066042867E-12,2.120080995389487769736194122956120674524692115207564798494756614954197568650099587041450061141573100E-9,9.9519607692040392302893712995642512944125E-9,3.7286821539931975665724203626430545836935462231014163143067967730488198465672135E-12,3.7286820932220881295992245398882135601756686210238297070376365855432433386941000E-12,True,1,pass
new,1,1,1e-07,0.0625,0,0.0,0.0,0.25,0.0,0E-126,0E+10,0E+4,0E-126,0E-126,True,0,pass
new,1,1,1e-07,0.0625,1,0.125,1.3767035151478768e-07,0.12500020453878855,4.059200589980574e-15,3.6492448319511562647965592246872766757326150506934E-15,4.360530332637712825331196497365125050534143825794964821298168817969593929265766638431025712523049583E-13,2.33923150327248233527857761592402056306600570678710937500E-13,9.4785431058953656716433708394598646841765409480454740724181437687724330220537828E-16,9.0944806080914330865843443004909631217981514239341761288597305128703980437709384E-16,True,0,pass
new,1,1,1e-07,0.0625,2,0.21875,1.2625228041898683e-06,0.03125187574653267,3.825236383357275e-15,3.4755557598570428276018344657949364779188842093110E-15,3.403840533198713701676078790242607680403734512039258547861104476077058555008086728588656375707243653E-12,8.844836139377192388740713924604252838790416717529296875E-13,9.4086068272401477711325945781488267277442050241629979046049167310029703009591454E-16,8.8882063151124538747489779095594815840243046418979181493545389078283115619287499E-16,True,0,pass
new,1,1,1e-07,0.0625,3,0.25,0.0002630731261836609,0.00039078058494722994,2.3698104405039218e-14,2.3834411791940984196425006580343641264927084206214E-14,2.691760453022400202075328634670280407616006317744290356798604187155079384918924655866851867947854806E-8,2.033657046872364653838146435450019989020660400390625E-8,7.7816921028860771931638900467190007287926893358092197618737420666925909743085859E-16,7.2480843651807268226767160853870683589722200636343909532728956854351851545723927E-16,True,0,pass
new,1,1,1e-07,0.0625,4,0.25048828125,0.0004828666687074894,0.0002288817662302249,4.5030096632712236e-10,4.5030100731881887806559245760599292129702099490042E-10,0.0003775670978089459653876125836680500084640377199440449845780849732828544276541700357979947163417162231,0.00033250812507334892801051654257151456190880078125000000,4.8282486007458933480738698603584029207373092796211527792319421547580346489227177E-16,4.5059931512426909473645415937534373631513593740821910587116115407106043819603643E-16,False,6,pass
new,1,1,1e-07,0.0625,5,0.2509765625,0.0007606422386091759,0.00015294182755689917,6.461889122402145e-12,6.4623911196996540862802583256083181472087333688384E-12,0.000003511038953391908497516183424218711213287386951073495696842030969674484977193598971755530986110676061,0.000003670261636297105590502174729892502822055117187500000,1.1689652064346985320599923011091720570039889072751814037372369545943305784245324E-15,1.1549531432412295346960229676106673356015004520004147019591483348188520446332447E-15,False,6,pass
new,1,1,1e-07,0.0625,6,0.251953125,0.0013765277095705822,9.00613834676549e-05,4.9956780885547126e-11,4.9957343183197611994579657586170866999701445599957E-11,0.00001286364066023137039299806521883649054341251367022187718351489963332475787327660332844817230905857468,0.00001813273998973787041983221308207194462484227587890625,3.6605241714984309753382395452497997547059722867982161910702847237015669487048952E-15,3.6557466918883392110454259260821049776150008070265651384235311324645653313521176E-15,False,5,pass
new,1,1,1e-07,0.0625,7,0.25390625,0.0026675532225061242,4.968949239638054e-05,9.91698390097809e-11,9.9169706717249045105513867866273298589333044729142E-11,0.000009459552772664366639234064251374825044640893587943211038580852074565673684882437219496061206535950996,0.0000205483405308060985120241833045636018906370136718750,5.5580049024346697754509358239964811262268077472174028568491071402356483274330524E-15,5.5478343634990234286664416633362496362931164729566174908638784763371413728530070E-15,False,4,pass
new,1,1,1e-07,0.0625,8,0.2578125,0.005295689061469667,2.6719376067701312e-05,1.9837914759166024e-13,2.0352399937437855666557419699685930753178834443347E-13,7.384814614199926233960484882109532485718668213611184605370786728434119642926119878990411849469239686E-9,2.2789390229688138917586433745679819696164062500E-8,4.9451254102860226144533501734389350925432673426530772637642082718917453800940572E-14,4.9450714043547340981245331175833281851771846553518655253850505131153283215979414E-14,False,3,pass
new,1,1,1e-07,0.0625,9,0.265625,0.010603515550837071,1.4203880864141298e-05,9.189921623929106e-11,9.1974030868099989830818358122441282053805435357007E-11,8.200852498388488086439297954364037527612964277566980172520821751179459680132243891799375631430972836E-7,0.00000556746046889887258731714877504603390819476953125,2.1787665479281118050682950832878505997242334738679175068222315396697132195350855E-13,2.1787649491584902867003468764744571979581640449084398631952528734254665451974981E-13,False,2,pass
new,1,1,1e-07,0.0625,10,0.28125,0.021349617461631255,7.487097113079979e-06,8.367642323235282e-13,8.5324243393283852317347595426992609850764534504503E-13,1.548946570564458861467463288547530104513512878058623078285462014185461403066437141405198892605025266E-8,1.3447547938729139213381610718645848127343750E-9,5.5595934595095048189259581826357919502757952396008035076227796946914826749296173E-13,5.5595101914195568175192387942972255589312572046299119258871842980114771849042193E-13,True,1,pass
new,1,1,1e-07,0.0625,11,0.3046875,0.03777703758447281,4.431543850948487e-06,2.6593537475841615e-10,2.6581861139084454766128273906364163195371042541485E-10,2.153409307945772636036665902148104615944145090402942191348861014580387764454878593835658650451269546E-7,0.0000050577091214476272711355221166694209695575031250,1.0406765295531480230788170870437449226859677710557627982789363534026072367224060E-12,1.0406744565732525224632735114934855658012073153386984572428096235229792318672820E-12,False,2,pass
new,1,1,1e-07,0.0625,12,0.328125,0.05458359676440727,3.1566859193573726e-06,4.599968464575329e-12,4.2569598483463525784018201220810232373094111515960E-12,1.135044358488724691933643486229437701727407826771032904753768098526982409766223202142610384291199128E-8,6.166019360539720284561976646521242806328125E-9,1.9216066589752644471741820969325763099151501025231713197780197780273707990353802E-12,1.9216063480194491772788211448158359003719119324316715251842100705020383025320009E-12,False,2,pass
new,1,1,1e-07,0.0625,13,0.375,0.08939702190583676,2.000947831315436e-06,9.50899564503603e-12,1.2425641849247921415012542060473418443900863287365E-11,9.503271917896069668366317714443827258345995930833598728107340194254635085265795698780116498755775674E-10,7.395273990564031713829873514354816088400E-9,6.2432065791249672429496192712135441608157930463702452372904899830721335701190383E-12,6.2432065361631147480573881226175633326587929456732465134298369779016333539491285E-12,True,1,pass
