target_index,load_multiplier,side,stored_relative_free_residual,independent_relative_free_residual,fixed_displacement_max,stored_force_balance_absolute,independent_force_balance_absolute,force_balance_scale,force_balance_absolute_tolerance,independent_minimum_J,stored_minimum_J,free_residual_pass,fixed_displacement_pass,balance_pass,positive_J_pass,independent_J_relative_error,independent_reaction_relative_error,independent_J_pass,independent_reaction_pass,independent_solid_energy_relative_error,independent_solid_energy_pass,independent_medium_energy_relative_error,independent_medium_energy_pass,status
44,0.44,python,2.6976386685417418e-11,2.7794903759430405e-11,0.0,1.4895204919483639e-15,3.423017620880857e-14,1.32,1.32e-06,0.008583625987444922,0.008583625987445175,True,True,True,True,4.754213594727131e-16,6.693216619485976e-15,True,True,7.680200763691648e-15,True,3.263364614394164e-16,True,pass
44,0.44,matlab,1.0914553875436032e-10,1.0978458928558982e-10,0.0,3.431648904062363e-14,4.176563990495013e-14,1.32,1.32e-06,0.008583625982261745,0.008583625982261745,True,True,True,True,4.845779813465883e-16,6.068590157934401e-15,True,True,7.680200763616088e-15,True,6.526729228230678e-16,True,pass
45,0.45,python,8.998757250884271e-11,8.994751759213606e-11,0.0,9.336440972175736e-15,2.5765786530786475e-14,1.35,1.35e-06,0.004952714308808517,0.0049527143088085365,True,True,True,True,4.93777968214211e-16,7.827128272359782e-15,True,True,8.996735642871206e-15,True,4.636925361643726e-16,True,pass
45,0.45,matlab,5.463101809415607e-09,5.4630753640044605e-09,0.0,8.66156130491387e-14,1.0171194190602524e-13,1.35,1.35e-06,0.0049527135876223545,0.0049527135876223545,True,True,True,True,4.470620555521025e-16,4.5954489004038956e-15,True,True,9.379575454180304e-15,True,1.5456417818420194e-16,True,pass
46,0.45999999999999996,python,1.6921278878672237e-10,1.6947409695528499e-10,0.0,1.4255280929370051e-13,2.611248330184429e-13,1.38,1.38e-06,0.0028447889290512604,0.002844788929051147,True,True,True,True,4.954624672087064e-16,9.326689118061107e-15,True,True,5.594244063804957e-16,True,0.0,True,pass
46,0.45999999999999996,matlab,7.312892164643771e-12,8.136108728322574e-12,0.0,5.107218991891062e-14,4.39850130164188e-14,1.38,1.38e-06,0.0028447889472818476,0.0028447889472818476,True,True,True,True,4.831771911713246e-16,5.217598437303848e-15,True,True,3.729496042553323e-15,True,7.394843645126278e-16,True,pass
47,0.47,python,4.968703729259363e-10,4.970664188185308e-10,0.0,1.0660014373121291e-13,1.0880752066901082e-13,1.41,1.4099999999999998e-06,0.0017084904682728719,0.0017084904682727249,True,True,True,True,4.797530979729439e-16,7.1289801790393e-15,True,True,9.27973101646916e-15,True,5.707882773619015e-16,True,pass
47,0.47,matlab,1.119864201818244e-11,1.2197034323722496e-11,0.0,1.525011657727473e-14,2.8293919971958604e-14,1.41,1.4099999999999998e-06,0.0017084904765172874,0.0017084904765172874,True,True,True,True,4.704477453020128e-16,5.068916874860593e-15,True,True,7.460175915221439e-15,True,1.4269706934563418e-16,True,pass
48,0.48000000000000004,python,2.397864592799036e-09,2.3979420781079843e-09,0.0,3.5100610002327475e-14,4.263487704750087e-14,1.4400000000000002,1.4400000000000002e-06,0.001127752200547838,0.0011277522005478404,True,True,True,True,5.08206589094547e-16,7.0574536018437956e-15,True,True,1.990834984550829e-14,True,1.1081906326806687e-15,True,pass
48,0.48000000000000004,matlab,6.081731121387627e-11,6.085182905420148e-11,0.0,3.30540822551633e-14,8.534864323829289e-14,1.4400000000000002,1.4400000000000002e-06,0.001127752219518833,0.001127752219518833,True,True,True,True,4.77506595250059e-16,5.55660791744435e-15,True,True,0.0,True,9.69666803729493e-16,True,pass
49,0.49,python,1.596638337187557e-09,1.5969248887747073e-09,0.0,3.3820826609804605e-15,3.9529552765280504e-14,1.47,1.47e-06,0.0008099013571286583,0.0008099013571288526,True,True,True,True,5.253792981305662e-16,6.581096398962887e-15,True,True,8.168357172410345e-15,True,1.890831119359101e-15,True,pass
49,0.49,matlab,7.592306082343117e-12,9.557347781306254e-12,0.0,6.850642846029929e-14,1.0825670798241398e-14,1.47,1.47e-06,0.0008099013609375802,0.0008099013609375802,True,True,True,True,4.883414085071584e-16,4.63550383944985e-15,True,True,3.47589666912737e-16,True,9.454155597478149e-16,True,pass
50,0.5,python,9.731665394023578e-10,9.704909278290043e-10,0.0,7.105427357601002e-15,1.0524914273446484e-13,1.5,1.5e-06,0.0006201821351924687,0.0006201821351927578,True,True,True,True,5.347977901793158e-16,7.355348202267487e-15,True,True,9.011815511602136e-15,True,1.5851793257537447e-15,True,pass
50,0.5,matlab,9.176851181079773e-12,1.0885797452662613e-11,0.0,4.9778121771575254e-14,7.957131920818045e-14,1.5,1.5e-06,0.0006201821358361934,0.0006201821358361934,True,True,True,True,5.331455158811323e-16,4.204346636996386e-15,True,True,6.801370197451294e-16,True,1.0567862172108602e-15,True,pass
51,0.51,python,7.363992599984927e-10,7.411615729333455e-10,0.0,5.151482688479172e-14,6.972518804174978e-14,1.53,1.53e-06,0.0004978685460206023,0.0004978685460204343,True,True,True,True,5.576273353805099e-16,5.876996801973004e-15,True,True,6.6576544932545786e-15,True,1.2950963880170117e-15,True,pass
51,0.51,matlab,2.1096390143959944e-09,2.1147290215781208e-09,0.0,4.760514120638902e-14,4.109685143752726e-14,1.53,1.53e-06,0.0004978685460616111,0.0004978685460616111,True,True,True,True,5.088448239092255e-16,4.784147677349964e-15,True,True,1.1983778087857027e-14,True,5.180385552071209e-16,True,pass
52,0.52,python,8.247611646522141e-10,8.263894100678517e-10,0.0,1.0473823066688541e-14,3.603969312364349e-14,1.56,1.5599999999999999e-06,0.00041391411907453976,0.0004139141190743624,True,True,True,True,5.904120681132104e-16,7.478954940961026e-15,True,True,1.8581527497012806e-14,True,1.2720880489303185e-15,True,pass
52,0.52,matlab,4.203382605849056e-10,4.266073882576982e-10,0.0,1.083905229319267e-13,1.1726982630121825e-13,1.56,1.5599999999999999e-06,0.0004139141190317129,0.0004139141190317129,True,True,True,True,5.311261968994425e-16,6.802268729576972e-15,True,True,7.334813485669433e-15,True,2.6713849028059916e-15,True,pass
53,0.53,python,1.381562750032049e-09,1.3708012641842213e-09,0.0,1.2437847919010437e-13,1.6077271448936304e-13,1.59,1.59e-06,0.00035329451030695347,0.0003532945103066446,True,True,True,True,5.593954642790508e-16,7.726282913228747e-15,True,True,3.19365483902966e-15,True,2.0021687808382233e-15,True,pass
53,0.53,matlab,5.027677944710223e-10,5.032158379852907e-10,0.0,4.913962994245599e-14,1.1209558525035436e-13,1.59,1.59e-06,0.000353294510250627,0.000353294510250627,True,True,True,True,5.268010600958138e-16,5.568911474484451e-15,True,True,2.3952411292735396e-15,True,1.1262199392432436e-15,True,pass
54,0.54,python,2.3942114470965417e-09,2.399264496626084e-09,0.0,1.6479539659336621e-13,5.515473566030869e-14,1.62,1.62e-06,0.00030769454751512423,0.0003076945475158617,True,True,True,True,5.718301353336273e-16,7.569895431438565e-15,True,True,2.190864283763512e-15,True,2.3416207310756468e-15,True,pass
54,0.54,matlab,8.457505515368763e-10,8.276703787554584e-10,0.0,7.090319201244595e-14,6.634936534425824e-14,1.62,1.62e-06,0.0003076945474951645,0.0003076945474951645,True,True,True,True,5.515999785480729e-16,4.3521327351498026e-15,True,True,6.572592851293587e-15,True,2.464863927505343e-16,True,pass
55,0.55,python,4.0854003353524024e-09,4.056403993213104e-09,0.0,3.466456943159551e-14,6.217288588596748e-14,1.6500000000000001,1.65e-06,0.0002722615912932186,0.0002722615912938341,True,True,True,True,5.783697390463342e-16,5.975425482249945e-15,True,True,1.2272752242932236e-14,True,1.9439482258876968e-15,True,pass
55,0.55,matlab,1.6323171047575116e-09,1.6150717780089847e-09,0.0,9.371571360694217e-14,1.0747325887980719e-13,1.6500000000000001,1.65e-06,0.00027226159131860453,0.00027226159131860453,True,True,True,True,5.374992570516621e-16,4.895281246156628e-15,True,True,6.289785524505397e-15,True,1.2149676412148105e-16,True,pass
56,0.56,python,7.054188388674644e-09,7.045660116008024e-09,0.0,5.862019623772428e-14,7.994099194528059e-14,1.6800000000000002,1.68e-06,0.00024401707879291926,0.00024401707879294243,True,True,True,True,5.842640791424807e-16,5.528064075670457e-15,True,True,2.2564915422639024e-15,True,2.397416755026637e-15,True,pass
56,0.56,matlab,3.4415594735969086e-09,3.4568857946193836e-09,0.0,7.516136080137167e-14,7.115550930837864e-14,1.6800000000000002,1.68e-06,0.00024401707878575138,0.00024401707878575138,True,True,True,True,5.558385162062923e-16,5.07544692628166e-15,True,True,4.2121175455601646e-15,True,4.9147043479678186e-15,True,pass
57,0.57,python,1.9074067097830376e-10,1.478490953339897e-10,0.0,8.838072624774436e-14,1.4255280929370051e-13,1.71,1.71e-06,0.0002210428934329607,0.000221042893433056,True,True,True,True,5.807508923982268e-16,6.100275400635586e-15,True,True,4.4266314919804337e-16,True,3.195354544324982e-15,True,pass
57,0.57,matlab,8.372746392240002e-09,8.412787736003381e-09,0.0,1.6204464762973747e-13,1.7478803513392906e-13,1.71,1.71e-06,0.00022104289352189652,0.00022104289352189652,True,True,True,True,5.59841679785627e-16,5.000453611317138e-15,True,True,4.4266314919755457e-16,True,2.958661614997867e-15,True,pass
58,0.58,python,2.1438877861562496e-10,5.793943856596697e-11,0.0,1.5987211554602254e-14,2.7978501336063827e-14,1.7399999999999998,1.7399999999999996e-06,0.0002020539552216906,0.00020205395522206488,True,True,True,True,5.868964325851169e-16,5.162873133360312e-15,True,True,6.369838256926513e-15,True,4.910172102914876e-15,True,pass
58,0.58,matlab,2.2215050001652258e-10,2.385220690419074e-10,0.0,1.4238583238573986e-14,4.844695771733651e-14,1.7399999999999998,1.7399999999999996e-06,0.00020205395521434577,0.00020205395521434577,True,True,True,True,5.444926290205096e-16,4.51153932055685e-15,True,True,5.645993000457568e-15,True,5.845442979661097e-15,True,pass
59,0.5900000000000001,python,3.9829727782686076e-10,2.8664870281510256e-10,0.0,2.2452871135843693e-14,4.153836798605186e-14,1.7700000000000002,1.7700000000000002e-06,0.00018616411433289987,0.00018616411433336165,True,True,True,True,6.379849594816027e-16,5.260722417479657e-15,True,True,1.1365775438145669e-14,True,9.243698351659017e-16,True,pass
59,0.5900000000000001,matlab,3.186883032761326e-10,2.0985495505202728e-10,0.0,8.594732584726607e-14,7.283367669536717e-14,1.7700000000000002,1.7700000000000002e-06,0.00018616411430081095,0.00018616411430081095,True,True,True,True,6.021071189942242e-16,3.7954213537806224e-15,True,True,2.8414438595363636e-16,True,3.5819331112683065e-15,True,pass
60,0.6,python,1.4308520286017527e-10,9.998424884611767e-11,0.0,1.6031681983670078e-13,1.8163913718714713e-13,1.7999999999999998,1.7999999999999997e-06,0.00017274949061359818,0.00017274949061418785,True,True,True,True,6.465488850573962e-16,7.0320306706557405e-15,True,True,8.646502504884627e-15,True,9.13993981174506e-16,True,pass
60,0.6,matlab,4.1122221722527885e-10,2.492478336068242e-10,0.0,2.5780134069641732e-14,2.9431591491783914e-14,1.7999999999999998,1.7999999999999997e-06,0.0001727494906436297,0.0001727494906436297,True,True,True,True,5.838015043592971e-16,5.0970976568121424e-15,True,True,8.22812335142263e-15,True,4.7984684011662704e-15,True,pass
61,0.61,python,2.628430211863554e-10,1.1147475238002597e-10,0.0,5.5966253474630615e-14,2.9774682971422016e-14,1.83,1.83e-06,0.00016136342372344986,0.00016136342372383145,True,True,True,True,6.081935663533652e-16,5.4656978922819885e-15,True,True,9.721881710920096e-15,True,2.0341868297360963e-15,True,pass
61,0.61,matlab,3.9757588755910264e-10,2.5836704954252006e-10,0.0,6.485565241707936e-14,6.084386835813844e-14,1.83,1.83e-06,0.00016136342371601137,0.00016136342371601137,True,True,True,True,6.132074108412554e-16,4.35325383793921e-15,True,True,4.3816931654850554e-15,True,7.910726560082791e-16,True,pass
62,0.62,python,2.7718351748812786e-10,2.3019989818740288e-10,0.0,8.794760471833227e-14,3.8197480911872155e-14,1.8599999999999999,1.8599999999999998e-06,0.00015167745043222908,0.00015167745043227676,True,True,True,True,6.190271095806238e-16,5.8553273682212355e-15,True,True,1.479206625361786e-15,True,4.472917179224123e-16,True,pass
62,0.62,matlab,2.429343249464495e-10,4.4276863141371165e-10,0.0,2.1220076942873434e-14,2.462193342656802e-14,1.8599999999999999,1.8599999999999998e-06,0.00015167745044587788,0.00015167745044587788,True,True,True,True,5.905768392608433e-16,4.020666060525682e-15,True,True,2.4205199324102305e-15,True,1.2300522242856345e-15,True,pass
63,0.63,python,7.775714212574234e-10,4.294917450712714e-10,0.0,8.171724152647264e-14,8.482132971516368e-14,1.8900000000000001,1.8900000000000001e-06,0.00014341506699472317,0.00014341506699517152,True,True,True,True,6.132348686411485e-16,6.331524907604979e-15,True,True,9.246493785025227e-15,True,6.862190795233152e-15,True,pass
63,0.63,matlab,4.810378021587421e-10,3.0583826459731527e-10,0.0,1.3243690334149306e-13,1.6241041249832158e-13,1.8900000000000001,1.8900000000000001e-06,0.00014341506684316385,0.00014341506684316385,True,True,True,True,6.065061539725682e-16,4.858225137442029e-15,True,True,3.56650474565258e-15,True,4.648580861282809e-15,True,pass
64,0.64,python,3.5012810911296606e-10,3.706230776958751e-10,0.0,2.3102244613642867e-14,5.822693757377405e-14,1.92,1.92e-06,0.00013626475796642973,0.00013626475796685856,True,True,True,True,6.302983931684393e-16,5.896577133459713e-15,True,True,3.2445827636742536e-15,True,8.766205480915941e-16,True,pass
64,0.64,matlab,1.3511196942030373e-09,8.872372251249241e-10,0.0,2.2499035967383133e-13,2.001129497328124e-13,1.92,1.92e-06,0.00013626475797953036,0.00013626475797953036,True,True,True,True,6.13312152411348e-16,4.581029105571637e-15,True,True,7.397648701177254e-15,True,1.0957756851148027e-15,True,pass
65,0.65,python,5.500079626241344e-10,4.664961734822196e-10,0.0,6.7678088263037544e-15,4.2421562206446773e-14,1.9500000000000002,1.95e-06,0.00012987987291291497,0.00012987987291307275,True,True,True,True,6.372825226067434e-16,5.50363987365256e-15,True,True,6.632200081190714e-15,True,5.859583878703112e-15,True,pass
65,0.65,matlab,1.3309730816790078e-09,1.248395883756856e-09,0.0,5.622204913202957e-13,5.462342411986591e-13,1.9500000000000002,1.95e-06,0.00012987987288809108,0.00012987987288809108,True,True,True,True,6.045442290938179e-16,3.55392169068775e-15,True,True,2.168219257312749e-15,True,4.3404325027376467e-16,True,pass
66,0.6599999999999999,python,5.688325931396288e-10,3.6933560131460023e-10,0.0,1.2835407418489652e-13,1.2434577177193496e-13,1.9799999999999998,1.9799999999999997e-06,0.0001240163896272864,0.0001240163896270901,True,True,True,True,6.438763670172559e-16,5.532038946177989e-15,True,True,6.268361160001796e-16,True,7.738456129496998e-15,True,pass
66,0.6599999999999999,matlab,2.8073259189313923e-09,1.2855543502949853e-09,0.0,4.031011725777482e-14,6.320007343482176e-14,1.9799999999999998,1.9799999999999997e-06,0.00012401638967409617,0.00012401638967409617,True,True,True,True,6.43425545025181e-16,4.190787560407012e-15,True,True,8.14886950800268e-15,True,5.373927867704382e-15,True,pass
67,0.67,python,1.0000274358611684e-09,9.048628623672894e-10,0.0,1.7852165294699933e-14,3.999022718251668e-14,2.0100000000000002,2.0100000000000002e-06,0.0001185745450594522,0.0001185745450591578,True,True,True,True,6.585525911571833e-16,5.693057268608069e-15,True,True,3.4511551022828774e-15,True,2.981414954278737e-15,True,pass
67,0.67,matlab,4.712201878938772e-10,4.832350515238588e-10,0.0,5.5709747947426275e-14,6.193412751978646e-14,2.0100000000000002,2.0100000000000002e-06,0.00011857454503123172,0.00011857454503123172,True,True,True,True,6.40804187882415e-16,4.7266714448347775e-15,True,True,1.3927875948499027e-14,True,1.4907074771377596e-15,True,pass
68,0.6799999999999999,python,1.704156450906673e-09,8.020356882409101e-10,0.0,5.820280012375118e-14,6.927934008484016e-14,2.04,2.04e-06,0.00011351923007309195,0.00011351923007332631,True,True,True,True,6.91795584684234e-16,5.323239720928973e-15,True,True,4.84819359697022e-15,True,9.706971871575844e-15,True,pass
68,0.6799999999999999,matlab,1.6240582441771348e-09,9.936903227482866e-10,0.0,7.339707842792034e-14,7.389116009551433e-14,2.04,2.04e-06,0.00011351923018058235,0.00011351923018058235,True,True,True,True,6.586708150131742e-16,3.905168126926919e-15,True,True,2.666506478333632e-15,True,6.330633829292226e-15,True,pass
69,0.69,python,9.079995942985219e-10,5.445125982898122e-10,0.0,3.952393967665557e-14,9.930136612989092e-16,2.07,2.0699999999999997e-06,0.00010882704503920732,0.00010882704503944122,True,True,True,True,6.716954392819899e-16,5.596628738332007e-15,True,True,4.887726394925063e-15,True,4.182849860485411e-16,True,pass
69,0.69,matlab,9.303136184807373e-10,4.521292190973679e-10,0.0,3.1977506913340456e-14,1.8077213003884314e-14,2.07,2.0699999999999997e-06,0.00010882704506669227,0.00010882704506669227,True,True,True,True,6.51704033349232e-16,3.964379630412143e-15,True,True,5.126152072726312e-15,True,3.555422381415657e-15,True,pass
70,0.7000000000000001,python,1.9871912181064708e-09,8.853595264476886e-10,0.0,6.398738401687755e-14,5.7902148899581444e-15,2.1,2.1e-06,0.00010447388921967782,0.0001044738892198007,True,True,True,True,6.664346169873466e-16,5.019830337524603e-15,True,True,3.98743028000344e-15,True,3.1097882675453744e-15,True,pass
70,0.7000000000000001,matlab,2.790202949575952e-09,1.2498728411489303e-09,0.0,2.1901163370078018e-13,2.4515695352611307e-13,2.1,2.1e-06,0.00010447388910794081,0.00010447388910794081,True,True,True,True,6.633969269853456e-16,4.15884614417749e-15,True,True,2.3455472235313567e-16,True,4.353703574571248e-15,True,pass
71,0.71,python,1.4406490267465225e-09,9.879679772557768e-10,0.0,2.2648549702353193e-14,1.111110848057422e-14,2.13,2.13e-06,0.00010043473916099277,0.00010043473916048843,True,True,True,True,6.708420579514739e-16,3.960296395261228e-15,True,True,6.692986183683859e-15,True,9.249656551117876e-15,True,pass
71,0.71,matlab,1.0871960413976565e-09,8.423902034753111e-10,0.0,7.769023105302407e-14,7.521382031625691e-14,2.13,2.13e-06,0.000100434739116681,0.000100434739116681,True,True,True,True,6.626072185205365e-16,3.5398645308989424e-15,True,True,1.2693594486296706e-15,True,9.660752397823061e-15,True,pass
72,0.7200000000000001,python,8.166840655630292e-09,7.043640013436054e-09,0.0,5.244954901361854e-14,1.0268068568871718e-13,2.16,2.16e-06,9.668471563183817e-05,9.66847156310709e-05,True,True,True,True,6.962432384978111e-16,4.3033952114659905e-15,True,True,4.996977760419155e-15,True,5.503268906835674e-15,True,pass
72,0.7200000000000001,matlab,1.8401828165174928e-09,1.8929636486637633e-09,0.0,2.4437015064289376e-14,4.084896607955635e-14,2.16,2.16e-06,9.66847156218878e-05,9.66847156218878e-05,True,True,True,True,6.57517172781727e-16,3.3532653643228578e-15,True,True,1.0675361579077346e-14,True,1.3452435105675946e-14,True,pass
73,0.73,python,9.88577641116578e-09,1.0647918803806316e-08,0.0,4.584669979356623e-14,9.336440972175736e-15,2.19,2.1899999999999998e-06,9.319980217536994e-05,9.319980217485753e-05,False,True,True,True,7.027906158116046e-16,5.066016232066905e-15,True,True,3.800843435977219e-15,True,8.085833177790282e-15,True,fail
73,0.73,matlab,3.0837961619095385e-09,1.2762399772015508e-09,0.0,8.771520748334826e-14,4.9898318930639525e-14,2.19,2.1899999999999998e-06,9.319980214089751e-05,9.319980214089751e-05,True,True,True,True,7.061284312474712e-16,4.0308143299606734e-15,True,True,1.6768426923431782e-15,True,6.266520712830925e-15,True,pass
74,0.74,python,1.145820669275081e-09,1.0724094401733752e-09,0.0,5.365950338995594e-15,6.2803698347351005e-15,2.2199999999999998,2.2199999999999995e-06,8.995734182239146e-05,8.995734182200594e-05,True,True,True,True,6.792786943371734e-16,5.266595721481647e-15,True,True,4.182279140347571e-15,True,1.0827403824942509e-14,True,pass
74,0.74,matlab,3.564942121926946e-09,2.0358754104944623e-09,0.0,1.6385026321899542e-13,1.6325156672207765e-13,2.2199999999999998,2.2199999999999995e-06,8.995734186749427e-05,8.995734186749427e-05,True,True,True,True,6.789786584883824e-16,3.702762822190848e-15,True,True,5.9432387783883194e-15,True,1.0626896346704634e-14,True,pass
75,0.7500000000000001,python,2.6031201094498218e-09,1.289836059177438e-09,0.0,1.4895204919483637e-14,7.755684626330685e-15,2.2500000000000004,2.2500000000000005e-06,8.693634974954456e-05,8.693634974911069e-05,True,True,True,True,7.264215849289216e-16,4.275232307809136e-15,True,True,9.320449256840593e-15,True,1.3724560398286818e-14,True,pass
75,0.7500000000000001,matlab,4.915435099597151e-09,4.442340540475236e-09,0.0,2.9787662374476534e-13,3.197803113046844e-13,2.2500000000000004,2.2500000000000005e-06,8.693634979885928e-05,8.693634979885928e-05,True,True,True,True,6.818849847935663e-16,4.450093437842517e-15,True,True,5.202111213119572e-15,True,6.563920190463055e-15,True,pass
76,0.76,python,2.2791056456839757e-09,1.1901577976095492e-09,0.0,4.843830661112746e-14,4.7525845461959556e-14,2.2800000000000002,2.28e-06,8.41175981748793e-05,8.411759817427259e-05,True,True,True,True,7.045329647995315e-16,5.203651944628884e-15,True,True,2.3482770573274845e-15,True,3.946819457890842e-15,True,pass
76,0.76,matlab,8.36266944569734e-09,1.0750262549593845e-08,0.0,2.6054288166853536e-12,2.661071628581674e-12,2.2800000000000002,2.28e-06,8.411759805757729e-05,8.411759805757729e-05,False,True,True,True,6.644939618798749e-16,3.449096883311863e-15,True,True,1.1314425821657691e-14,True,1.9734097289381018e-16,True,fail
77,0.7699999999999999,python,9.549273528583755e-10,2.502485153777059e-09,0.0,2.8896526922390535e-14,1.9116480176633818e-14,2.3099999999999996,2.3099999999999995e-06,8.148348279635176e-05,8.148348279694868e-05,True,True,True,True,7.559099430912082e-16,3.0148540758139405e-15,True,True,2.73379709433626e-15,True,1.958085350189581e-15,True,pass
77,0.7699999999999999,matlab,3.480540555062587e-09,2.9285156757070095e-09,0.0,7.095011382261189e-14,6.01031721312055e-14,2.3099999999999996,2.3099999999999995e-06,8.148348283119194e-05,8.148348283119194e-05,True,True,True,True,6.888505842264543e-16,3.156284055856108e-15,True,True,1.4720445892581484e-15,True,1.7622768151752717e-14,True,pass
78,0.78,python,7.247846157935357e-09,6.285598945839575e-09,0.0,2.932334201094587e-14,2.487296051779077e-14,2.34,2.3399999999999996e-06,7.9017724876361e-05,7.901772487654412e-05,True,True,True,True,7.296668140448866e-16,5.091345869998133e-15,True,True,2.279075449488655e-15,True,6.217859727280101e-15,True,pass
78,0.78,matlab,3.6093294301289824e-09,3.506415587352641e-09,0.0,1.8440774360711478e-13,1.9719611222635923e-13,2.34,2.3399999999999996e-06,7.901772464643381e-05,7.901772464643381e-05,True,True,True,True,6.738323027721468e-16,3.955847746656632e-15,True,True,3.93658486729914e-15,True,8.938173357970824e-15,True,pass
79,0.79,python,2.174391025875263e-09,1.8070460157731854e-09,0.0,8.397514422135237e-14,8.045862168512414e-14,2.37,2.37e-06,7.670500104575706e-05,7.670500104628858e-05,True,True,True,True,7.063597768290366e-16,4.990312374604021e-15,True,True,8.166665861349557e-16,True,7.713564449350473e-16,True,pass
79,0.79,matlab,1.3820478097585333e-09,2.4185805914675256e-09,0.0,1.9370130821596012e-13,2.0597554602165165e-13,2.37,2.37e-06,7.670500111709583e-05,7.670500111709583e-05,True,True,True,True,7.257125993422449e-16,3.606638057273498e-15,True,True,6.329166042545924e-15,True,5.978012448245864e-15,True,pass
80,0.7999999999999999,python,6.10792461152131e-09,4.444190572028301e-09,0.0,1.7813458370713757e-14,2.4428943382792786e-14,2.4,2.4e-06,7.453070991205596e-05,7.453070991212063e-05,True,True,True,True,7.366831802034344e-16,5.037843597769446e-15,True,True,6.036697866133556e-16,True,1.780034067888973e-14,True,pass
80,0.7999999999999999,matlab,3.104876752235431e-09,2.455068421925706e-09,0.0,1.1777996017282182e-13,1.4577088794915733e-13,2.4,2.4e-06,7.453070977019721e-05,7.453070977019721e-05,True,True,True,True,6.621149060929435e-16,3.5491636337838995e-15,True,True,2.2134558842498286e-15,True,7.273257481707623e-15,True,pass
81,0.81,python,5.636604832497317e-09,6.243794112439783e-09,0.0,1.6831039640182406e-13,6.574920349792189e-14,2.43,2.43e-06,7.248114060568606e-05,7.248114060641612e-05,True,True,True,True,7.562206980637436e-16,6.022946654020868e-15,True,True,4.165474084942794e-15,True,1.671961717843337e-14,True,pass
81,0.81,matlab,4.541182975663892e-09,3.790083473048334e-09,0.0,6.780219908774557e-13,6.491682034190983e-13,2.43,2.43e-06,7.248114057640392e-05,7.248114057640392e-05,True,True,True,True,7.085534798097734e-16,3.796090065783518e-15,True,True,5.157253628977941e-15,True,7.59982599019005e-15,True,pass
82,0.82,python,6.833238710465718e-09,4.424236256266529e-09,0.0,5.5068852674591605e-14,1.0485114587064047e-13,2.46,2.4599999999999997e-06,7.054411527657872e-05,7.05441152760132e-05,True,True,True,True,7.124874658512843e-16,5.512514546579176e-15,True,True,3.9112411540075954e-15,True,1.5466977584889932e-14,True,pass
82,0.82,matlab,4.471091068446474e-09,3.969311957864092e-09,0.0,1.1845533392968187e-13,9.911549862631759e-14,2.46,2.4599999999999997e-06,7.05441153280098e-05,7.05441153280098e-05,True,True,True,True,7.230267413668142e-16,5.07654310126813e-15,True,True,8.213606423416234e-15,True,9.431083893212804e-16,True,pass
83,0.83,python,8.568157803442888e-09,9.076666316597235e-09,0.0,4.3577349782808966e-14,1.074925248284664e-13,2.4899999999999998,2.4899999999999995e-06,6.870963816583281e-05,6.870963816534608e-05,True,True,True,True,7.404659577518943e-16,4.620117626395652e-15,True,True,1.1956033296965039e-14,True,8.053001819863792e-15,True,pass
83,0.83,matlab,1.3891876584016368e-09,3.1623070420682494e-09,0.0,3.415935241376843e-13,3.516561285086215e-13,2.4899999999999998,2.4899999999999995e-06,6.870963781719502e-05,6.870963781719502e-05,True,True,True,True,7.704455221033123e-16,5.360979779602317e-15,True,True,2.5069102074293704e-15,True,2.8091866813533997e-15,True,pass
84,0.8400000000000001,python,5.194116637953572e-09,4.092221848236618e-09,0.0,1.0214437983782124e-13,6.486135372888586e-14,2.5200000000000005,2.5200000000000004e-06,6.696991847186806e-05,6.696991847194682e-05,True,True,True,True,7.591600404562863e-16,5.387096743409961e-15,True,True,1.901850792637643e-15,True,8.74043732015162e-15,True,pass
84,0.8400000000000001,matlab,4.0953945714373365e-09,3.4037469352577636e-09,0.0,5.970257115702532e-13,5.583529591204565e-13,2.5200000000000005,2.5200000000000004e-06,6.696991841157601e-05,6.696991841157601e-05,True,True,True,True,7.415017850837653e-16,3.4348445899104063e-15,True,True,2.472406030429177e-15,True,3.905301781353412e-15,True,pass
85,0.85,python,1.509928367207053e-09,3.104060623731092e-09,0.0,4.8609007666925637e-14,2.8400885119807173e-14,2.55,2.5499999999999997e-06,6.531876954670585e-05,6.531876954739856e-05,True,True,True,True,7.515515465194716e-16,5.664842095633746e-15,True,True,3.751944738032091e-16,True,7.572001961082499e-15,True,pass
85,0.85,matlab,2.0828395827554714e-09,2.7555949346564497e-09,0.0,2.1801659597902546e-13,2.1775456024214712e-13,2.55,2.5499999999999997e-06,6.531876955204186e-05,6.531876955204186e-05,True,True,True,True,7.307530245115611e-16,3.614420492413665e-15,True,True,2.4387640797212235e-15,True,7.202636011751625e-15,True,pass
86,0.8600000000000001,python,4.453397691834507e-09,2.9892196446770825e-09,0.0,2.349437585691036e-13,1.7632355018797574e-13,2.58,2.58e-06,6.375091457583998e-05,6.375091457551607e-05,True,True,True,True,8.384698120640076e-16,6.1991664329371894e-15,True,True,3.51639632930172e-15,True,5.869635052500712e-15,True,pass
86,0.8600000000000001,matlab,2.6153196072872808e-09,5.6984759411576124e-09,0.0,6.374113557248547e-12,6.449348936991732e-12,2.58,2.58e-06,6.375091449749987e-05,6.375091449749987e-05,True,True,True,True,7.479761487059354e-16,4.414847762459578e-15,True,True,2.9611758562483034e-15,True,4.585652384731246e-15,True,pass
